Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
-8.0,755,Переменная облачность,З 2м/с,-12.0,754.0,Переменная облачность,З 2м/с
-8.0,748,Переменная облачность,В 4м/с,-10.0,748.0,Малооблачно,В 4м/с
-4.0,751,Ясно,СВ 2м/с,-9.0,752.0,Ясно,СВ 2м/с
-4.0,753,Ясно,С 1м/с,-10.0,755.0,Ясно,С 1м/с
-9.0,757,Ясно,СВ 2м/с,-11.0,758.0,Ясно,СВ 2м/с
-7.0,761,Ясно,Ю 1м/с,-12.0,761.0,Ясно,Ю 1м/с
-8.0,760,Ясно,З 3м/с,-13.0,760.0,Ясно,З 3м/с
-7.0,758,Ясно,З 2м/с,-12.0,757.0,Ясно,З 2м/с
-5.0,752,Ясно,Ю 4м/с,-5.0,749.0,Переменная облачность,Ю 4м/с
-2.0,744,Пасмурно,ЮВ 2м/с,0.0,744.0,Пасмурно,ЮВ 2м/с
-6.0,752,Ясно,ЮВ 2м/с,-8.0,750.0,Пасмурно,ЮВ 2м/с
-8.0,740,Пасмурно,СЗ 4м/с,-14.0,746.0,Малооблачно,СЗ 4м/с
-10.0,754,Переменная облачность,З 2м/с,-11.0,752.0,Пасмурно,З 2м/с
-1.0,749,Ясно,З 1м/с,-10.0,750.0,Ясно,З 1м/с
-4.0,745,Переменная облачность,В 2м/с,-5.0,741.0,Пасмурно,В 2м/с
-3.0,737,Пасмурно,СЗ 1м/с,-5.0,737.0,Пасмурно,СЗ 1м/с
1.0,742,Ясно,З 4м/с,-4.0,743.0,Ясно,З 4м/с
0.0,743,Переменная облачность,ЮЗ 2м/с,-4.0,743.0,Пасмурно,ЮЗ 2м/с
1.0,746,Малооблачно,З 1м/с,-5.0,746.0,Ясно,З 1м/с
2.0,748,Ясно,З 3м/с,-1.0,748.0,Ясно,З 3м/с
2.0,746,Ясно,З 3м/с,-1.0,746.0,Переменная облачность,З 3м/с
0.0,740,Пасмурно,СЗ 2м/с,-2.0,744.0,Пасмурно,СЗ 2м/с
-1.0,752,Малооблачно,С 2м/с,-11.0,752.0,Ясно,С 2м/с
0.0,755,Малооблачно,З 2м/с,-6.0,756.0,Ясно,З 2м/с
-2.0,759,Ясно,ЮЗ 4м/с,-4.0,758.0,Переменная облачность,ЮЗ 4м/с
-2.0,755,Пасмурно,ЮЗ 3м/с,0.0,755.0,Пасмурно,ЮЗ 3м/с
5.0,756,Ясно,ЮВ 2м/с,0.0,755.0,Ясно,ЮВ 2м/с
5.0,754,Ясно,ЮВ 4м/с,3.0,752.0,Ясно,ЮВ 4м/с
2.0,752,Пасмурно,ЮВ 1м/с,1.0,751.0,Пасмурно,ЮВ 1м/с
3.0,749,Малооблачно,С 2м/с,3.0,749.0,Малооблачно,С 2м/с
9.0,753,Ясно,СЗ 2м/с,1.0,754.0,Ясно,СЗ 2м/с
4.0,749,Пасмурно,ЮЗ 3м/с,2.0,749.0,Пасмурно,ЮЗ 3м/с
5.0,752,Ясно,СЗ 4м/с,4.0,755.0,Ясно,СЗ 4м/с
9.0,757,Ясно,ЮЗ 3м/с,4.0,757.0,Ясно,ЮЗ 3м/с
12.0,755,Ясно,З 3м/с,9.0,753.0,Ясно,З 3м/с
13.0,749,Ясно,З 2м/с,1.0,749.0,Переменная облачность,З 2м/с
6.0,755,Ясно,СЗ 3м/с,1.0,755.0,Ясно,СЗ 3м/с
7.0,752,Переменная облачность,З 2м/с,3.0,754.0,Ясно,З 2м/с
8.0,758,Переменная облачность,СЗ 3м/с,2.0,758.0,Ясно,СЗ 3м/с
9.0,754,Ясно,ЮЗ 2м/с,6.0,752.0,Ясно,ЮЗ 2м/с
15.0,751,Ясно,З 2м/с,7.0,751.0,Ясно,З 2м/с
16.0,750,Ясно,З 2м/с,10.0,750.0,Ясно,З 2м/с
18.0,749,Малооблачно,ЮВ 1м/с,12.0,747.0,Пасмурно,ЮВ 1м/с
12.0,740,Пасмурно,З 2м/с,9.0,740.0,Пасмурно,З 2м/с
11.0,740,Пасмурно,С 2м/с,6.0,742.0,Переменная облачность,С 2м/с
7.0,742,Ясно,З 1м/с,6.0,740.0,Малооблачно,З 1м/с
7.0,731,Пасмурно,З 4м/с,4.0,735.0,Пасмурно,З 4м/с
3.0,740,Пасмурно,З 3м/с,0.0,742.0,Пасмурно,З 3м/с
5.0,745,Переменная облачность,З 3м/с,3.0,746.0,Пасмурно,З 3м/с
,,Неизвестно,,8.0,749.0,Ясно,Ш
8.0,744,Пасмурно,Ю 2м/с,11.0,740.0,Пасмурно,Ю 2м/с
15.0,748,Ясно,ЮЗ 4м/с,15.0,749.0,Малооблачно,ЮЗ 4м/с
15.0,737,Переменная облачность,Ю 2м/с,5.0,741.0,Пасмурно,Ю 2м/с
15.0,749,Малооблачно,З 3м/с,9.0,751.0,Переменная облачность,З 3м/с
16.0,751,Малооблачно,ЮЗ 3м/с,15.0,748.0,Переменная облачность,ЮЗ 3м/с
19.0,752,Ясно,С 2м/с,13.0,753.0,Пасмурно,С 2м/с
27.0,752,Ясно,ЮЗ 4м/с,22.0,752.0,Ясно,ЮЗ 4м/с
27.0,751,Ясно,ЮЗ 3м/с,22.0,750.0,Ясно,ЮЗ 3м/с
20.0,754,Ясно,СЗ 2м/с,12.0,756.0,Ясно,СЗ 2м/с
16.0,759,Ясно,В 2м/с,13.0,758.0,Ясно,В 2м/с
21.0,756,Ясно,ЮЗ 3м/с,17.0,754.0,Ясно,ЮЗ 3м/с
17.0,752,Переменная облачность,З 2м/с,15.0,751.0,Пасмурно,З 2м/с
21.0,749,Нет данных,З 2м/с,14.0,748.0,Ясно,З 2м/с
23.0,745,Малооблачно,СЗ 3м/с,14.0,747.0,Ясно,СЗ 3м/с
12.0,747,Переменная облачность,СВ 3м/с,11.0,747.0,Малооблачно,СВ 3м/с
14.0,746,Переменная облачность,В 3м/с,14.0,746.0,Переменная облачность,В 3м/с
22.0,749,Малооблачно,СЗ 2м/с,14.0,750.0,Ясно,СЗ 2м/с
23.0,754,Ясно,СВ 2м/с,18.0,754.0,Ясно,СВ 2м/с
25.0,753,Ясно,СЗ 2м/с,17.0,752.0,Ясно,СЗ 2м/с
26.0,751,Малооблачно,СЗ 2м/с,17.0,750.0,Малооблачно,СЗ 2м/с
26.0,750,Пасмурно,З 1м/с,21.0,751.0,Малооблачно,З 1м/с
23.0,749,Пасмурно,Ш,20.0,749.0,Ясно,Ш
27.0,748,Пасмурно,З 1м/с,20.0,748.0,Переменная облачность,З 1м/с
24.0,746,Переменная облачность,З 2м/с,19.0,746.0,Малооблачно,З 2м/с
25.0,749,Малооблачно,З 3м/с,19.0,751.0,Ясно,З 3м/с
18.0,755,Малооблачно,С 2м/с,15.0,757.0,Ясно,С 2м/с
22.0,760,Ясно,СЗ 2м/с,14.0,759.0,Ясно,СЗ 2м/с
25.0,758,Малооблачно,З 1м/с,17.0,756.0,Малооблачно,З 1м/с
26.0,752,Малооблачно,СВ 2м/с,21.0,749.0,Малооблачно,СВ 2м/с
15.0,749,Переменная облачность,С 2м/с,10.0,752.0,Ясно,С 2м/с
13.0,758,Ясно,С 3м/с,11.0,759.0,Ясно,С 3м/с
19.0,755,Ясно,З 3м/с,17.0,752.0,Переменная облачность,З 3м/с
15.0,752,Переменная облачность,СЗ 2м/с,9.0,754.0,Переменная облачность,СЗ 2м/с
17.0,754,Малооблачно,З 3м/с,16.0,751.0,Малооблачно,З 3м/с
24.0,741,Малооблачно,З 6м/с,13.0,740.0,Переменная облачность,З 6м/с
14.0,740,Переменная облачность,СЗ 2м/с,7.0,743.0,Пасмурно,СЗ 2м/с
7.0,746,Переменная облачность,С 1м/с,5.0,747.0,Переменная облачность,С 1м/с
13.0,746,Малооблачно,З 4м/с,13.0,744.0,Пасмурно,З 4м/с
17.0,744,Переменная облачность,Ш,16.0,743.0,Малооблачно,Ш
25.0,739,Малооблачно,З 4м/с,22.0,739.0,Ясно,З 4м/с
28.0,736,Переменная облачность,ЮЗ 4м/с,25.0,735.0,Малооблачно,ЮЗ 4м/с
19.0,741,Пасмурно,З 4м/с,13.0,744.0,Ясно,З 4м/с
15.0,750,Пасмурно,З 4м/с,11.0,752.0,Ясно,З 4м/с
18.0,750,Переменная облачность,З 3м/с,17.0,747.0,Пасмурно,З 3м/с
13.0,743,Малооблачно,З 2м/с,11.0,744.0,Ясно,З 2м/с
16.0,744,Переменная облачность,С 2м/с,11.0,745.0,Малооблачно,С 2м/с
16.0,746,Переменная облачность,С 2м/с,10.0,747.0,Малооблачно,С 2м/с
19.0,748,Малооблачно,З 2м/с,15.0,746.0,Малооблачно,З 2м/с
22.0,743,Пасмурно,З 5м/с,17.0,742.0,Переменная облачность,З 5м/с
21.0,747,Малооблачно,СЗ 3м/с,16.0,748.0,Ясно,СЗ 3м/с
19.0,749,Малооблачно,СЗ 3м/с,14.0,750.0,Ясно,СЗ 3м/с
21.0,750,Ясно,СЗ 2м/с,16.0,750.0,Ясно,СЗ 2м/с
24.0,748,Ясно,СЗ 3м/с,18.0,748.0,Ясно,СЗ 3м/с
26.0,746,Малооблачно,С 2м/с,21.0,746.0,Малооблачно,С 2м/с
29.0,746,Малооблачно,З 2м/с,20.0,745.0,Малооблачно,З 2м/с
27.0,740,Переменная облачность,З 4м/с,18.0,743.0,Малооблачно,З 4м/с
24.0,743,Малооблачно,З 6м/с,20.0,743.0,Малооблачно,З 6м/с
25.0,746,Ясно,С 2м/с,20.0,747.0,Ясно,С 2м/с
28.0,747,Ясно,СЗ 2м/с,25.0,748.0,Ясно,СЗ 2м/с
31.0,749,Ясно,СЗ 3м/с,23.0,749.0,Ясно,СЗ 3м/с
33.0,751,Малооблачно,СВ 1м/с,25.0,751.0,Ясно,СВ 1м/с
32.0,751,Малооблачно,СЗ 1м/с,25.0,751.0,Малооблачно,СЗ 1м/с
29.0,749,Пасмурно,СЗ 2м/с,25.0,749.0,Ясно,СЗ 2м/с
28.0,747,Ясно,СЗ 3м/с,23.0,747.0,Ясно,СЗ 3м/с
29.0,745,Малооблачно,С 1м/с,25.0,745.0,Ясно,С 1м/с
31.0,746,Малооблачно,З 1м/с,26.0,747.0,Ясно,З 1м/с
33.0,749,Переменная облачность,В 2м/с,29.0,749.0,Ясно,В 2м/с
34.0,750,Ясно,В 2м/с,30.0,749.0,Ясно,В 2м/с
36.0,744,Малооблачно,В 5м/с,29.0,743.0,Малооблачно,В 5м/с
30.0,746,Ясно,З 2м/с,26.0,744.0,Ясно,З 2м/с
28.0,742,Малооблачно,З 4м/с,23.0,743.0,Ясно,З 4м/с
26.0,745,Ясно,З 2м/с,20.0,745.0,Ясно,З 2м/с
27.0,743,Малооблачно,ЮВ 2м/с,24.0,742.0,Малооблачно,ЮВ 2м/с
29.0,740,Малооблачно,СЗ 2м/с,21.0,741.0,Пасмурно,СЗ 2м/с
27.0,743,Малооблачно,З 4м/с,23.0,743.0,Ясно,З 4м/с
26.0,746,Переменная облачность,З 2м/с,23.0,746.0,Переменная облачность,З 2м/с
27.0,746,Переменная облачность,З 3м/с,22.0,746.0,Переменная облачность,З 3м/с
27.0,746,Малооблачно,ЮЗ 2м/с,23.0,745.0,Малооблачно,ЮЗ 2м/с
25.0,744,Пасмурно,СЗ 1м/с,21.0,744.0,Малооблачно,СЗ 1м/с
28.0,743,Переменная облачность,В 2м/с,24.0,743.0,Малооблачно,В 2м/с
31.0,743,Переменная облачность,СВ 1м/с,27.0,744.0,Ясно,СВ 1м/с
28.0,744,Пасмурно,ЮВ 2м/с,28.0,743.0,Пасмурно,ЮВ 2м/с
19.0,742,Пасмурно,В 3м/с,20.0,741.0,Пасмурно,В 3м/с
23.0,741,Переменная облачность,В 2м/с,18.0,742.0,Пасмурно,В 2м/с
30.0,743,Малооблачно,В 1м/с,25.0,743.0,Ясно,В 1м/с
29.0,743,Ясно,З 2м/с,24.0,743.0,Пасмурно,З 2м/с
19.0,744,Малооблачно,В 3м/с,19.0,745.0,Переменная облачность,В 3м/с
22.0,747,Переменная облачность,ЮВ 3м/с,20.0,748.0,Малооблачно,ЮВ 3м/с
23.0,749,Малооблачно,В 4м/с,21.0,750.0,Переменная облачность,В 4м/с
28.0,752,Малооблачно,ЮВ 2м/с,22.0,752.0,Малооблачно,ЮВ 2м/с
31.0,753,Малооблачно,В 2м/с,27.0,753.0,Ясно,В 2м/с
33.0,755,Малооблачно,ЮВ 2м/с,28.0,755.0,Ясно,ЮВ 2м/с
32.0,755,Ясно,ЮВ 2м/с,28.0,755.0,Малооблачно,ЮВ 2м/с
32.0,752,Малооблачно,Ю 1м/с,23.0,752.0,Ясно,Ю 1м/с
27.0,751,Ясно,С 2м/с,18.0,752.0,Переменная облачность,С 2м/с
19.0,752,Пасмурно,С 2м/с,19.0,752.0,Пасмурно,С 2м/с
26.0,753,Ясно,В 3м/с,22.0,753.0,Ясно,В 3м/с
29.0,752,Ясно,СВ 2м/с,22.0,752.0,Ясно,СВ 2м/с
29.0,749,Малооблачно,З 2м/с,23.0,749.0,Малооблачно,З 2м/с
29.0,746,Переменная облачность,З 1м/с,22.0,745.0,Малооблачно,З 1м/с
30.0,744,Малооблачно,ЮЗ 3м/с,25.0,744.0,Малооблачно,ЮЗ 3м/с
31.0,743,Малооблачно,З 3м/с,22.0,743.0,Ясно,З 3м/с
30.0,743,Малооблачно,З 3м/с,25.0,743.0,Малооблачно,З 3м/с
27.0,743,Пасмурно,С 2м/с,22.0,743.0,Ясно,С 2м/с
21.0,743,Переменная облачность,СЗ 2м/с,18.0,746.0,Ясно,СЗ 2м/с
19.0,751,Переменная облачность,СЗ 4м/с,15.0,753.0,Малооблачно,СЗ 4м/с
22.0,755,Малооблачно,СЗ 3м/с,14.0,754.0,Малооблачно,СЗ 3м/с
29.0,751,Ясно,СЗ 3м/с,21.0,751.0,Ясно,СЗ 3м/с
30.0,749,Ясно,З 2м/с,20.0,748.0,Ясно,З 2м/с
30.0,746,Ясно,З 2м/с,25.0,745.0,Ясно,З 2м/с
24.0,746,Малооблачно,СЗ 3м/с,15.0,749.0,Ясно,СЗ 3м/с
25.0,752,Малооблачно,СЗ 1м/с,18.0,752.0,Ясно,СЗ 1м/с
30.0,749,Малооблачно,З 3м/с,24.0,749.0,Малооблачно,З 3м/с
21.0,751,Пасмурно,СВ 3м/с,18.0,752.0,Ясно,СВ 3м/с
20.0,752,Переменная облачность,С 3м/с,16.0,753.0,Ясно,С 3м/с
20.0,752,Ясно,С 1м/с,16.0,752.0,Ясно,С 1м/с
23.0,750,Малооблачно,ЮЗ 2м/с,18.0,749.0,Малооблачно,ЮЗ 2м/с
29.0,747,Ясно,З 3м/с,24.0,746.0,Ясно,З 3м/с
17.0,744,Пасмурно,СЗ 2м/с,15.0,745.0,Малооблачно,СЗ 2м/с
19.0,750,Малооблачно,СЗ 3м/с,14.0,752.0,Ясно,СЗ 3м/с
23.0,751,Ясно,З 4м/с,18.0,750.0,Ясно,З 4м/с
23.0,749,Малооблачно,С 2м/с,16.0,751.0,Ясно,С 2м/с
23.0,752,Малооблачно,СВ 1м/с,18.0,752.0,Ясно,СВ 1м/с
25.0,752,Малооблачно,С 1м/с,15.0,752.0,Ясно,С 1м/с
25.0,754,Ясно,ЮВ 1м/с,15.0,755.0,Ясно,ЮВ 1м/с
27.0,755,Ясно,СЗ 1м/с,18.0,756.0,Нет данных,СЗ 1м/с
29.0,756,Ясно,З 2м/с,18.0,756.0,Ясно,З 2м/с
29.0,756,Ясно,З 2м/с,22.0,757.0,Ясно,З 2м/с
29.0,758,Малооблачно,ЮВ 2м/с,24.0,756.0,Ясно,ЮВ 2м/с
25.0,755,Малооблачно,З 2м/с,18.0,756.0,Переменная облачность,З 2м/с
23.0,756,Переменная облачность,СЗ 1м/с,18.0,757.0,Ясно,СЗ 1м/с
22.0,758,Ясно,В 3м/с,18.0,757.0,Ясно,В 3м/с
25.0,756,Малооблачно,В 1м/с,20.0,755.0,Переменная облачность,В 1м/с
24.0,753,Малооблачно,В 2м/с,18.0,753.0,Ясно,В 2м/с
23.0,753,Переменная облачность,СВ 3м/с,19.0,754.0,Ясно,СВ 3м/с
23.0,755,Малооблачно,З 2м/с,14.0,755.0,Ясно,З 2м/с
25.0,754,Ясно,ЮЗ 2м/с,14.0,755.0,Ясно,ЮЗ 2м/с
23.0,755,Ясно,С 1м/с,15.0,757.0,Ясно,С 1м/с
21.0,758,Ясно,В 2м/с,16.0,758.0,Ясно,В 2м/с
23.0,756,Ясно,В 2м/с,15.0,755.0,Ясно,В 2м/с
24.0,752,Малооблачно,З 2м/с,22.0,750.0,Ясно,З 2м/с
18.0,753,Малооблачно,В 1м/с,16.0,753.0,Переменная облачность,В 1м/с
23.0,752,Малооблачно,В 2м/с,17.0,752.0,Ясно,В 2м/с
26.0,749,Ясно,В 2м/с,20.0,748.0,Малооблачно,В 2м/с
19.0,745,Переменная облачность,СЗ 2м/с,,,Неизвестно,
17.0,746,Малооблачно,З 3м/с,13.0,746.0,Малооблачно,З 3м/с
16.0,750,Переменная облачность,СЗ 2м/с,14.0,752.0,Переменная облачность,СЗ 2м/с
22.0,753,Ясно,ЮЗ 1м/с,14.0,753.0,Ясно,ЮЗ 1м/с
24.0,751,Малооблачно,Ю 3м/с,18.0,749.0,Ясно,Ю 3м/с
17.0,746,Пасмурно,В 2м/с,15.0,746.0,Ясно,В 2м/с
19.0,746,Пасмурно,Ю 2м/с,18.0,746.0,Пасмурно,Ю 2м/с
12.0,752,Пасмурно,З 2м/с,10.0,753.0,Переменная облачность,З 2м/с
11.0,747,Переменная облачность,ЮЗ 3м/с,7.0,745.0,Переменная облачность,ЮЗ 3м/с
14.0,746,Малооблачно,З 3м/с,13.0,745.0,Малооблачно,З 3м/с
15.0,749,Малооблачно,З 1м/с,12.0,749.0,Переменная облачность,З 1м/с
10.0,754,Пасмурно,СЗ 2м/с,2.0,755.0,Ясно,СЗ 2м/с
13.0,755,Ясно,З 3м/с,9.0,756.0,Ясно,З 3м/с
15.0,755,Ясно,ЮЗ 2м/с,11.0,753.0,Ясно,ЮЗ 2м/с
20.0,747,Малооблачно,Ю 2м/с,18.0,745.0,Пасмурно,Ю 2м/с
15.0,742,Переменная облачность,З 4м/с,11.0,744.0,Пасмурно,З 4м/с
9.0,744,Пасмурно,СЗ 2м/с,6.0,748.0,Переменная облачность,СЗ 2м/с
8.0,752,Малооблачно,З 3м/с,7.0,752.0,Пасмурно,З 3м/с
17.0,752,Ясно,З 5м/с,13.0,753.0,Ясно,З 5м/с
18.0,752,Ясно,ЮЗ 4м/с,14.0,754.0,Ясно,ЮЗ 4м/с
7.0,758,Пасмурно,В 1м/с,7.0,758.0,Пасмурно,В 1м/с
15.0,755,Малооблачно,ЮЗ 2м/с,13.0,752.0,Ясно,ЮЗ 2м/с
11.0,750,Переменная облачность,СЗ 4м/с,8.0,752.0,Ясно,СЗ 4м/с
8.0,756,Ясно,СЗ 3м/с,8.0,755.0,Малооблачно,СЗ 3м/с
9.0,755,Малооблачно,СЗ 2м/с,5.0,754.0,Малооблачно,СЗ 2м/с
7.0,755,Малооблачно,СЗ 1м/с,4.0,755.0,Малооблачно,СЗ 1м/с
9.0,755,Пасмурно,ЮЗ 2м/с,9.0,755.0,Пасмурно,ЮЗ 2м/с
18.0,753,Ясно,СЗ 3м/с,13.0,753.0,Ясно,СЗ 3м/с
15.0,751,Ясно,СЗ 4м/с,11.0,755.0,Ясно,СЗ 4м/с
12.0,756,Ясно,ЮЗ 1м/с,9.0,755.0,Ясно,ЮЗ 1м/с
17.0,751,Ясно,З 3м/с,13.0,750.0,Переменная облачность,З 3м/с
13.0,749,Переменная облачность,З 2м/с,8.0,751.0,Ясно,З 2м/с
8.0,755,Пасмурно,С 1м/с,7.0,757.0,Пасмурно,С 1м/с
9.0,757,Малооблачно,З 1м/с,6.0,755.0,Ясно,З 1м/с
10.0,747,Малооблачно,ЮВ 2м/с,9.0,743.0,Пасмурно,ЮВ 2м/с
11.0,740,Пасмурно,ЮЗ 1м/с,9.0,740.0,Малооблачно,ЮЗ 1м/с
12.0,734,Пасмурно,Ю 1м/с,11.0,731.0,Пасмурно,Ю 1м/с
7.0,737,Пасмурно,ЮЗ 2м/с,5.0,740.0,Пасмурно,ЮЗ 2м/с
4.0,749,Пасмурно,З 2м/с,3.0,750.0,Ясно,З 2м/с
7.0,745,Пасмурно,З 3м/с,8.0,749.0,Пасмурно,З 3м/с
3.0,759,Пасмурно,С 1м/с,-1.0,763.0,Малооблачно,С 1м/с
0.0,768,Ясно,СВ 1м/с,-3.0,770.0,Ясно,СВ 1м/с
3.0,772,Ясно,СЗ 1м/с,-3.0,772.0,Ясно,СЗ 1м/с
3.0,772,Ясно,З 3м/с,0.0,771.0,Ясно,З 3м/с
5.0,767,Пасмурно,З 4м/с,4.0,767.0,Пасмурно,З 4м/с
7.0,763,Ясно,З 2м/с,5.0,761.0,Ясно,З 2м/с
4.0,752,Пасмурно,З 4м/с,5.0,750.0,Пасмурно,З 4м/с
6.0,756,Малооблачно,С 1м/с,4.0,758.0,Пасмурно,С 1м/с
5.0,759,Пасмурно,СЗ 1м/с,3.0,758.0,Переменная облачность,СЗ 1м/с
4.0,757,Пасмурно,З 2м/с,2.0,756.0,Пасмурно,З 2м/с
2.0,753,Пасмурно,З 1м/с,2.0,754.0,Пасмурно,З 1м/с
1.0,758,Переменная облачность,СВ 1м/с,-1.0,758.0,Переменная облачность,СВ 1м/с
-3.0,761,Ясно,СВ 4м/с,-7.0,765.0,Ясно,СВ 4м/с
-5.0,774,Ясно,В 2м/с,-7.0,776.0,Ясно,В 2м/с
-6.0,776,Ясно,Ю 1м/с,-8.0,775.0,Ясно,Ю 1м/с
-5.0,773,Ясно,СЗ 1м/с,-10.0,771.0,Ясно,СЗ 1м/с
-5.0,768,Ясно,З 1м/с,-8.0,767.0,Ясно,З 1м/с
-5.0,770,Ясно,В 1м/с,-10.0,770.0,Ясно,В 1м/с
-2.0,770,Ясно,З 1м/с,-9.0,770.0,Ясно,З 1м/с
0.0,761,Ясно,З 4м/с,1.0,757.0,Пасмурно,З 4м/с
3.0,755,Малооблачно,З 1м/с,-1.0,755.0,Ясно,З 1м/с
1.0,757,Малооблачно,З 1м/с,0.0,757.0,Переменная облачность,З 1м/с
1.0,753,Пасмурно,СЗ 1м/с,-1.0,752.0,Пасмурно,СЗ 1м/с
-2.0,744,Пасмурно,З 3м/с,-1.0,743.0,Пасмурно,З 3м/с
-3.0,740,Малооблачно,ЮЗ 4м/с,-4.0,735.0,Пасмурно,ЮЗ 4м/с
-7.0,743,Пасмурно,СЗ 4м/с,-7.0,748.0,Малооблачно,СЗ 4м/с
-5.0,747,Пасмурно,З 6м/с,-4.0,749.0,Пасмурно,З 6м/с
-4.0,747,Пасмурно,З 3м/с,-4.0,749.0,Пасмурно,З 3м/с
-5.0,745,Пасмурно,Ю 1м/с,-4.0,744.0,Пасмурно,Ю 1м/с
